title,abstract,link,,authors,date,,,,,,
Unsupervised Learning of Category-Level 3D Pose from Object-Centric Videos,,,,"Leonhard Sommer (University Of Freiburg, Albert-Ludwigs-Universit??t Freiburg) | Artur Jesslen (University Of Freiburg) | Eddy Ilg (None) | Adam Kortylewski (University Of Freiburg & MPI-INF)",,,,,,,
One-Shot Structure-Aware Stylized Image Synthesis,"While GAN-based models have been successful in image stylization tasks, they often struggle with structure preservation while stylizing a wide range of input images. Recently, diffusion models have been adopted for image stylization but still lack the capability to maintain the original quality of input images. Building on this, we propose OSASIS: a novel one-shot stylization method that is robust in structure preservation. We show that OSASIS is able to effectively disentangle the semantics from the structure of an image, allowing it to control the level of content and style implemented to a given input. We apply OSASIS to various experimental settings, including stylization with out-of-domain reference images and stylization with text-driven manipulation. Results show that OSASIS outperforms other stylization methods, especially for input images that were rarely encountered during training, providing a promising solution to stylization via diffusion models.",http://arxiv.org/abs/2402.17275v1,,Hansam Cho (Korea University) | Jonghyun Lee (Korea University) | Seunggyu Chang (NAVER Cloud) | Yonghyun Jeong (NAVER),2024-02-27 07:42:55+00:00,,,,,,
One Prompt Word is Enough to Boost Adversarial Robustness for Pre-trained Vision-Language Models,"Large pre-trained Vision-Language Models (VLMs) like CLIP, despite having remarkable generalization ability, are highly vulnerable to adversarial examples. This work studies the adversarial robustness of VLMs from the novel perspective of the text prompt instead of the extensively studied model weights (frozen in this work). We first show that the effectiveness of both adversarial attack and defense are sensitive to the used text prompt. Inspired by this, we propose a method to improve resilience to adversarial attacks by learning a robust text prompt for VLMs. The proposed method, named Adversarial Prompt Tuning (APT), is effective while being both computationally and data efficient. Extensive experiments are conducted across 15 datasets and 4 data sparsity schemes (from 1-shot to full training data settings) to show APT's superiority over hand-engineered prompts and other state-of-the-art adaption methods. APT demonstrated excellent abilities in terms of the in-distribution performance and the generalization under input distribution shift and across datasets. Surprisingly, by simply adding one learned word to the prompts, APT can significantly boost the accuracy and robustness (epsilon=4/255) over the hand-engineered prompts by +13% and +8.5% on average respectively. The improvement further increases, in our most effective setting, to +26.4% for accuracy and +16.7% for robustness. Code is available at https://github.com/TreeLLi/APT.",http://arxiv.org/abs/2403.01849v1,,"Lin Li (King's College London) | Haoyan Guan (King's College London, University Of London) | Jianing Qiu (Imperial College London) | Michael Spratling (King's College London And University Of Luxembourg)",2024-03-04 08:59:32+00:00,,,,,,
Efficient Hyperparameter Optimization with Adaptive Fidelity Identification,,,,Jiantong Jiang (The University Of Western Australia) | Zeyi Wen (Hong Kong University Of Science And Technology (Guangzhou)) | Atif Mansoor (University Of Western Australia) | Ajmal Mian (University Of Western Australia),,,,,,,
Multimodal Representation Learning by Alternating Unimodal Adaptation,"Multimodal learning, which integrates data from diverse sensory modes, plays a pivotal role in artificial intelligence. However, existing multimodal learning methods often struggle with challenges where some modalities appear more dominant than others during multimodal learning, resulting in suboptimal performance. To address this challenge, we propose MLA (Multimodal Learning with Alternating Unimodal Adaptation). MLA reframes the conventional joint multimodal learning process by transforming it into an alternating unimodal learning process, thereby minimizing interference between modalities. Simultaneously, it captures cross-modal interactions through a shared head, which undergoes continuous optimization across different modalities. This optimization process is controlled by a gradient modification mechanism to prevent the shared head from losing previously acquired information. During the inference phase, MLA utilizes a test-time uncertainty-based model fusion mechanism to integrate multimodal information. Extensive experiments are conducted on five diverse datasets, encompassing scenarios with complete modalities and scenarios with missing modalities. These experiments demonstrate the superiority of MLA over competing prior approaches.",http://arxiv.org/abs/2311.10707v1,,"Xiaohui Zhang (Beijing Jiao Tong University) | Jaehong Yoon (University Of North Carolina At Chapel Hill) | Mohit Bansal (University Of North Carolina At Chapel Hill) | Huaxiu Yao (Department Of Computer Science, University Of North Carolina At Chapel Hill)",2023-11-17 18:57:40+00:00,,,,,,
FedMef: Towards Memory-efficient Federated Dynamic Pruning,,,,Hong Huang (City University Of Hong Kong) | Weiming Zhuang (Sony Research) | Chen Chen (Sony AI) | Lingjuan Lyu (Sony AI),,,,,,,
iKUN: Speak to Trackers without Retraining,"Referring multi-object tracking (RMOT) aims to track multiple objects based on input textual descriptions. Previous works realize it by simply integrating an extra textual module into the multi-object tracker. However, they typically need to retrain the entire framework and have difficulties in optimization. In this work, we propose an insertable Knowledge Unification Network, termed iKUN, to enable communication with off-the-shelf trackers in a plug-and-play manner. Concretely, a knowledge unification module (KUM) is designed to adaptively extract visual features based on textual guidance. Meanwhile, to improve the localization accuracy, we present a neural version of Kalman filter (NKF) to dynamically adjust process noise and observation noise based on the current motion status. Moreover, to address the problem of open-set long-tail distribution of textual descriptions, a test-time similarity calibration method is proposed to refine the confidence score with pseudo frequency. Extensive experiments on Refer-KITTI dataset verify the effectiveness of our framework. Finally, to speed up the development of RMOT, we also contribute a more challenging dataset, Refer-Dance, by extending public DanceTrack dataset with motion and dressing descriptions. The codes and dataset are available at https://github.com/dyhBUPT/iKUN.",http://arxiv.org/abs/2312.16245v2,,Yunhao Du (Beijing University Of Posts And Telecommunications) | Cheng Lei (Beijing University Of Posts And Telecommunications) | Zhicheng Zhao (Beijing University Of Posts And Telecommunications) | Fei Su (Beijing University Of Posts And Telecommunications),2023-12-25 11:48:55+00:00,,,,,,
Hierarchical Diffusion Policy for Kinematics-Aware Multi-Task Robotic Manipulation,"This paper introduces Hierarchical Diffusion Policy (HDP), a hierarchical agent for multi-task robotic manipulation. HDP factorises a manipulation policy into a hierarchical structure: a high-level task-planning agent which predicts a distant next-best end-effector pose (NBP), and a low-level goal-conditioned diffusion policy which generates optimal motion trajectories. The factorised policy representation allows HDP to tackle both long-horizon task planning while generating fine-grained low-level actions. To generate context-aware motion trajectories while satisfying robot kinematics constraints, we present a novel kinematics-aware goal-conditioned control agent, Robot Kinematics Diffuser (RK-Diffuser). Specifically, RK-Diffuser learns to generate both the end-effector pose and joint position trajectories, and distill the accurate but kinematics-unaware end-effector pose diffuser to the kinematics-aware but less accurate joint position diffuser via differentiable kinematics. Empirically, we show that HDP achieves a significantly higher success rate than the state-of-the-art methods in both simulation and real-world.",http://arxiv.org/abs/2403.03890v1,,Xiao Ma (SEA AI Lab) | Sumit Patidar (Dyson) | Iain Haughton (Dyson Ltd) | Stephen James (Dyson),2024-03-06 17:50:26+00:00,,,,,,
Makeup Prior Models for 3D Facial Makeup Estimation and Applications,,,,Xingchao Yang (Cyberagent) | Takafumi Taketomi (CyberAgent) | Yuki Endo (University Of Tsukuba) | Yoshihiro Kanamori (University Of Tsukuba),,,,,,,
MMCert: Provable Defense against Adversarial Attacks to Multi-modal Models,,,,Yanting Wang (Pennsylvania State University) | Hongye Fu (Zhejiang University) | Wei Zou (Pennsylvania State University) | Jinyuan Jia (Pennsylvania State University),,,,,,,
Data Poisoning based Backdoor Attacks to Contrastive Learning,,,,"Jinghuai Zhang (University Of California, Los Angeles (UCLA)) | Hongbin Liu (Duke University) | Jinyuan Jia (Pennsylvania State University) | Neil Zhenqiang Gong (Duke University)",,,,,,,
Alpha Invariance: On Inverse Scaling Between Distance and Volume Density in a Neural Radiance Field,,,,Joshua Ahn (University Of Chicago) | Haochen Wang (Toyota Technological Institute At Chicago) | Raymond A. Yeh (Purdue University) | Greg Shakhnarovich (Toyota Technological Institute At Chicago),,,,,,,
FairDeDup: Detecting and Mitigating Vision-Language Fairness Disparities in Semantic Dataset Deduplication,,,,Eric Slyman (Oregon State University) | Stefan Lee (Oregon State University) | Scott Cohen (Adobe Systems) | Kushal Kafle (Adobe Systems),,,,,,,
GlitchBench: Can large multimodal models detect video game glitches?,"Large multimodal models (LMMs) have evolved from large language models (LLMs) to integrate multiple input modalities, such as visual inputs. This integration augments the capacity of LLMs for tasks requiring visual comprehension and reasoning. However, the extent and limitations of their enhanced abilities are not fully understood, especially when it comes to real-world tasks. To address this gap, we introduce GlitchBench, a novel benchmark derived from video game quality assurance tasks, to test and evaluate the reasoning capabilities of LMMs. Our benchmark is curated from a variety of unusual and glitched scenarios from video games and aims to challenge both the visual and linguistic reasoning powers of LMMs in detecting and interpreting out-of-the-ordinary events. We evaluate multiple state-of-the-art LMMs, and we show that GlitchBench presents a new challenge for these models. Code and data are available at: https://glitchbench.github.io/",http://arxiv.org/abs/2312.05291v1,,Mohammad Reza Taesiri (University Of Alberta) | Tianjun Feng (University Of Alberta) | Cor-Paul Bezemer (University Of Alberta) | Anh Nguyen (Auburn University),2023-12-08 18:14:21+00:00,,,,,,
SeNM-VAE: Semi-Supervised Noise Modeling with Hierarchical Variational Autoencoder,,,,Dihan Zheng (Tsinghua University) | Yihang Zou (Tsinghua University) | Xiaowen Zhang (Hisilicon) | Chenglong Bao (Tsinghua University),,,,,,,
A theory of volumetric representations for opaque solids,"We develop a theory for the representation of opaque solids as volumetric models. Starting from a stochastic representation of opaque solids as random indicator functions, we prove the conditions under which such solids can be modeled using exponential volumetric transport. We also derive expressions for the volumetric attenuation coefficient as a functional of the probability distributions of the underlying indicator functions. We generalize our theory to account for isotropic and anisotropic scattering at different parts of the solid, and for representations of opaque solids as implicit surfaces. We derive our volumetric representation from first principles, which ensures that it satisfies physical constraints such as reciprocity and reversibility. We use our theory to explain, compare, and correct previous volumetric representations, as well as propose meaningful extensions that lead to improved performance in 3D reconstruction tasks.",http://arxiv.org/abs/2312.15406v1,,"Bailey Miller (Carnegie Mellon University) | Hanyu Chen (CMU, Carnegie Mellon University) | Alice Lai (Carnegie Mellon University) | Ioannis Gkioulekas (Carnegie Mellon University)",2023-12-24 04:49:06+00:00,,,,,,
Context-based and Diversity-driven Specificity in Compositional Zero-Shot Learning,,,,Yun Li (CSIRO's Data61) | Zhe Liu (Tiktok) | Hang Chen (Snap) | Lina Yao (CSIRO's Data61 And University Of New South Wales),,,,,,,
Correlation-aware Coarse-to-fine MLPs for Deformable Medical Image Registration,,,,Mingyuan Meng (The University Of Sydney) | Dagan Feng (University Of Sydney) | Lei Bi (The University Of Sydney) | Jinman Kim (University Of Sydney),,,,,,,
Advancing Chemical Structure Recognition in Hand-Drawn Images by Atom-Level Entity Localization,,,,Martijn Oldenhof (KU Leuven) | Edward De Brouwer (Yale University) | Adam Arany (KU Leuven) | Yves Moreau (University Of Leuven),,,,,,,
NeRFCodec: Neural Feature Compression Meets Neural Radiance Fields for Memory-efficient Scene Representation,,,,Sicheng Li (Zhejiang University) | Hao Li (None) | Yiyi Liao (Zhejiang University) | Lu Yu (Zhejiang University),,,,,,,
Uncertainty-Driven Continual Learning for Autonomous Driving,,,,"Lei Lai (Boston University) | Eshed Ohn-Bar (Boston University) | Sanjay Arora (Red Hat,) | John Yi (Boston University)",,,,,,,
Hyperbolic Anomaly Detection,,,,Huimin Li (Beihang University) | Zhentao Chen (Beihang University) | Yunhao Xu (Beihang University) | Junlin Hu (Beihang University),,,,,,,
Mind marginal non-crack regions: Clustering-inspired representation learning for crack segmentation,,,,Zhuangzhuang Chen (Shenzhen University) | Zhuonan Lai (Shenzhen University) | Jie Chen (Shenzhen University) | Jianqiang Li (Shenzhen University),,,,,,,
Pick-or-Mix: Dynamic Channel Sampling for ConvNets,,,,"Ashish Kumar (Indian Institute Of Technology, Kanpur) | Daneul Kim (Seoul National University) | Jaesik Park (Seoul National University) | Laxmidhar Behera (Indian Institute Of Technology , Kanpur)",,,,,,,
HandDiff: 3D Hand Pose Estimation with Diffusion on Image-Point Cloud,,,,WENCAN CHENG (None) | Hao Tang (ETH Zurich And CMU) | Luc Van Gool (ETH Zurich) | Jong Hwan Ko (Sungkyunkwan University (SKKU)),,,,,,,
DreamPropeller: Supercharge Text-to-3D Generation with Parallel Sampling,"Recent methods such as Score Distillation Sampling (SDS) and Variational Score Distillation (VSD) using 2D diffusion models for text-to-3D generation have demonstrated impressive generation quality. However, the long generation time of such algorithms significantly degrades the user experience. To tackle this problem, we propose DreamPropeller, a drop-in acceleration algorithm that can be wrapped around any existing text-to-3D generation pipeline based on score distillation. Our framework generalizes Picard iterations, a classical algorithm for parallel sampling an ODE path, and can account for non-ODE paths such as momentum-based gradient updates and changes in dimensions during the optimization process as in many cases of 3D generation. We show that our algorithm trades parallel compute for wallclock time and empirically achieves up to 4.7x speedup with a negligible drop in generation quality for all tested frameworks.",http://arxiv.org/abs/2311.17082v2,,Linqi Zhou (Stanford University) | Andy Shih (Stanford University) | Chenlin Meng (None) | Stefano Ermon (Stanford University),2023-11-28 01:28:58+00:00,,,,,,
Orchestrate Latent Expertise: Advancing Online Continual Learning with Multi-Level Supervision and Reverse Self-Distillation,,,,"Hongwei Yan (Tsinghua University) | Liyuan Wang (Tsinghua University) | Kaisheng Ma (Institute For Interdisciplinary Information Sciences (IIIS), Tsinghua University) | Yi Zhong (Tsinghua University)",,,,,,,
Instance-level Expert Knowledge and Aggregate Discriminative Attention for Radiology Report Generation,,,,Shenshen Bu (Sun Yat-Sen University) | Taiji Li (SUN YAT-SEN UNIVERSITY) | Zhiming Dai (SUN YAT-SEN UNIVERSITY) | Yuedong Yang (SUN YAT-SEN UNIVERSITY),,,,,,,
Fast ODE-based Sampling for Diffusion Models in Around 5 Steps,"Sampling from diffusion models can be treated as solving the corresponding ordinary differential equations (ODEs), with the aim of obtaining an accurate solution with as few number of function evaluations (NFE) as possible. Recently, various fast samplers utilizing higher-order ODE solvers have emerged and achieved better performance than the initial first-order one. However, these numerical methods inherently result in certain approximation errors, which significantly degrades sample quality with extremely small NFE (e.g., around 5). In contrast, based on the geometric observation that each sampling trajectory almost lies in a two-dimensional subspace embedded in the ambient space, we propose Approximate MEan-Direction Solver (AMED-Solver) that eliminates truncation errors by directly learning the mean direction for fast diffusion sampling. Besides, our method can be easily used as a plugin to further improve existing ODE-based samplers. Extensive experiments on image synthesis with the resolution ranging from 32 to 256 demonstrate the effectiveness of our method. With only 5 NFE, we achieve 7.14 FID on CIFAR-10, 13.75 FID on ImageNet 64$\times$64, and 12.79 FID on LSUN Bedroom. Our code is available at https://github.com/zhyzhouu/amed-solver.",http://arxiv.org/abs/2312.00094v1,,Zhenyu Zhou (Zhejiang University) | Defang Chen (Zhejiang University) | Can Wang (Zhejiang University) | Chun Chen (Zhejiang University),2023-11-30 13:07:19+00:00,,,,,,
Hybrid Functional Maps for Crease-Aware Non-Isometric Shape Matching,"Non-isometric shape correspondence remains a fundamental challenge in computer vision. Traditional methods using Laplace-Beltrami operator (LBO) eigenmodes face limitations in characterizing high-frequency extrinsic shape changes like bending and creases. We propose a novel approach of combining the non-orthogonal extrinsic basis of eigenfunctions of the elastic thin-shell hessian with the intrinsic ones of the LBO, creating a hybrid spectral space in which we construct functional maps. To this end, we present a theoretical framework to effectively integrate non-orthogonal basis functions into descriptor- and learning-based functional map methods. Our approach can be incorporated easily into existing functional map pipelines across varying applications and is able to handle complex deformations beyond isometries. We show extensive evaluations across various supervised and unsupervised settings and demonstrate significant improvements. Notably, our approach achieves up to 15% better mean geodesic error for non-isometric correspondence settings and up to 45% improvement in scenarios with topological noise.",http://arxiv.org/abs/2312.03678v1,,Lennart Bastian (None) | Yizheng Xie (Technische Universit??t M??nchen) | Nassir Navab (TU Munich) | Zorah L??hner (Rheinische Friedrich-Wilhelms Universit??t Bonn),2023-12-06 18:41:01+00:00,,,,,,
Video Frame Interpolation via Direct Synthesis with the Event-based Reference,,,,Yuhan Liu (None) | Yongjian Deng (Beijing University Of Technology) | Hao Chen (Southeast University) | Zhen Yang (Beijing University Of Technology),,,,,,,
SIRA: Scalable Inter-frame Relation and Association for Radar Perception,,,,Ryoma Yataka (Mitsubishi Electric Research Laboratories) | Pu (Perry) Wang (None) | Petros Boufounos (Mitsubishi Electric Research Laboratories) | Ryuhei Takahashi (Mitsubishi Electric Corporation),,,,,,,
Learning Instance-Aware Correspondences for Robust Multi-Instance Point Cloud Registration in Cluttered Scenes,,,,Zhiyuan Yu (Na) | Zheng Qin (National University Of Defense Technology) | Lintao Zheng (National University Of Defense Technology) | Kai Xu (National University Of Defense Technology),,,,,,,
Fine-grained Prototypical Voting with Heterogeneous Mixup for Semi-supervised 2D-3D Cross-modal Retrieval,,,,"Fan Zhang (Georgia Institute Of Technology) | Xian-Sheng Hua (Terminus Group) | Chong Chen (Terminus Group) | Xiao Luo (University Of California, Los Angeles)",,,,,,,
PaintNeSF: Artistic Creation of Stylized Scenes with Vectorized 3D Strokes,,,,Haobin Duan (Beihang University) | Miao Wang (Beihang University) | Yanxun Li (Buaa Software Engineering) | Yong-Liang Yang (University Of Bath),,,,,,,
PIGEON: Predicting Image Geolocations,"Planet-scale image geolocalization remains a challenging problem due to the diversity of images originating from anywhere in the world. Although approaches based on vision transformers have made significant progress in geolocalization accuracy, success in prior literature is constrained to narrow distributions of images of landmarks, and performance has not generalized to unseen places. We present a new geolocalization system that combines semantic geocell creation, multi-task contrastive pretraining, and a novel loss function. Additionally, our work is the first to perform retrieval over location clusters for guess refinements. We train two models for evaluations on street-level data and general-purpose image geolocalization; the first model, PIGEON, is trained on data from the game of Geoguessr and is capable of placing over 40% of its guesses within 25 kilometers of the target location globally. We also develop a bot and deploy PIGEON in a blind experiment against humans, ranking in the top 0.01% of players. We further challenge one of the world's foremost professional Geoguessr players to a series of six matches with millions of viewers, winning all six games. Our second model, PIGEOTTO, differs in that it is trained on a dataset of images from Flickr and Wikipedia, achieving state-of-the-art results on a wide range of image geolocalization benchmarks, outperforming the previous SOTA by up to 7.7 percentage points on the city accuracy level and up to 38.8 percentage points on the country level. Our findings suggest that PIGEOTTO is the first image geolocalization model that effectively generalizes to unseen places and that our approach can pave the way for highly accurate, planet-scale image geolocalization systems. Our code is available on GitHub.",http://arxiv.org/abs/2307.05845v4,,Lukas Haas (Stanford University) | Michal Skreta (Stanford University) | Silas Alberti (Stanford University) | Chelsea Finn (Stanford University),2023-07-11 23:36:49+00:00,,,,,,
Action-slot: Visual Action-centric Representations for Multi-label Atomic Activity Recognition in Traffic Scenes,"In this paper, we study multi-label atomic activity recognition. Despite the notable progress in action recognition, it is still challenging to recognize atomic activities due to a deficiency in a holistic understanding of both multiple road users' motions and their contextual information. In this paper, we introduce Action-slot, a slot attention-based approach that learns visual action-centric representations, capturing both motion and contextual information. Our key idea is to design action slots that are capable of paying attention to regions where atomic activities occur, without the need for explicit perception guidance. To further enhance slot attention, we introduce a background slot that competes with action slots, aiding the training process in avoiding unnecessary focus on background regions devoid of activities. Yet, the imbalanced class distribution in the existing dataset hampers the assessment of rare activities. To address the limitation, we collect a synthetic dataset called TACO, which is four times larger than OATS and features a balanced distribution of atomic activities. To validate the effectiveness of our method, we conduct comprehensive experiments and ablation studies against various action recognition baselines. We also show that the performance of multi-label atomic activity recognition on real-world datasets can be improved by pretraining representations on TACO. We will release our source code and dataset. See the videos of visualization on the project page: https://hcis-lab.github.io/Action-slot/",http://arxiv.org/abs/2311.17948v1,,Chi-Hsi Kung (National Yang Ming Chiao Tung University) | ?????? ??? (National Yang Ming Chiao Tung University) | Yi-Hsuan Tsai (Google) | Yi-Ting Chen (National Yang Ming Chiao Tung University),2023-11-29 05:28:05+00:00,,,,,,
C3Net: Compound Conditioned ControlNet for Multimodal Content Generation,"We present Compound Conditioned ControlNet, C3Net, a novel generative neural architecture taking conditions from multiple modalities and synthesizing multimodal contents simultaneously (e.g., image, text, audio). C3Net adapts the ControlNet architecture to jointly train and make inferences on a production-ready diffusion model and its trainable copies. Specifically, C3Net first aligns the conditions from multi-modalities to the same semantic latent space using modality-specific encoders based on contrastive training. Then, it generates multimodal outputs based on the aligned latent space, whose semantic information is combined using a ControlNet-like architecture called Control C3-UNet. Correspondingly, with this system design, our model offers an improved solution for joint-modality generation through learning and explaining multimodal conditions instead of simply taking linear interpolations on the latent space. Meanwhile, as we align conditions to a unified latent space, C3Net only requires one trainable Control C3-UNet to work on multimodal semantic information. Furthermore, our model employs unimodal pretraining on the condition alignment stage, outperforming the non-pretrained alignment even on relatively scarce training data and thus demonstrating high-quality compound condition generation. We contribute the first high-quality tri-modal validation set to validate quantitatively that C3Net outperforms or is on par with first and contemporary state-of-the-art multimodal generation. Our codes and tri-modal dataset will be released.",http://arxiv.org/abs/2311.17951v1,,Juntao Zhang (Hong Kong University Of Science And Technology) | Yuehuai LIU (Hong Kong University Of Science And Technology) | Yu-Wing Tai (None) | Chi-Keung Tang (The Hong Kong University Of Science And Technology),2023-11-29 07:11:56+00:00,,,,,,
Iterated Learning Improves Compositionality in Large Vision-Language Models,,,,"Chenhao Zheng (University Of Michigan) | Jieyu Zhang (Department Of Computer Science, University Of Washington) | Aniruddha Kembhavi (Allen Institute For Artificial Intelligence) | Ranjay Krishna (University Of Washington)",,,,,,,
Domain Gap Embeddings for Generative Dataset Augmentation,,,,Yinong Wang (None) | Younjoon Chung (Carnegie Mellon University) | Chen Henry Wu (Carnegie Mellon University) | Fernando De La Torre (Carnegie Mellon),,,,,,,
SANeRF-HQ: Segment Anything for NeRF in High Quality,"Recently, the Segment Anything Model (SAM) has showcased remarkable capabilities of zero-shot segmentation, while NeRF (Neural Radiance Fields) has gained popularity as a method for various 3D problems beyond novel view synthesis. Though there exist initial attempts to incorporate these two methods into 3D segmentation, they face the challenge of accurately and consistently segmenting objects in complex scenarios. In this paper, we introduce the Segment Anything for NeRF in High Quality (SANeRF-HQ) to achieve high quality 3D segmentation of any object in a given scene. SANeRF-HQ utilizes SAM for open-world object segmentation guided by user-supplied prompts, while leveraging NeRF to aggregate information from different viewpoints. To overcome the aforementioned challenges, we employ density field and RGB similarity to enhance the accuracy of segmentation boundary during the aggregation. Emphasizing on segmentation accuracy, we evaluate our method quantitatively on multiple NeRF datasets where high-quality ground-truths are available or manually annotated. SANeRF-HQ shows a significant quality improvement over previous state-of-the-art methods in NeRF object segmentation, provides higher flexibility for object localization, and enables more consistent object segmentation across multiple views. Additional information can be found at https://lyclyc52.github.io/SANeRF-HQ/.",http://arxiv.org/abs/2312.01531v1,,Yichen Liu (HKUST) | Benran Hu (The Hong Kong University Of Science And Technology) | Chi-Keung Tang (The Hong Kong University Of Science And Technology) | Yu-Wing Tai (None),2023-12-03 23:09:38+00:00,,,,,,
OVER-NAV: Elevating Iterative Vision-and-Language Navigation with Open-Vocabulary Detection and StructurEd Representation,,,,Ganlong Zhao (University Of Hong Kong) | Guanbin Li (Sun Yat-Sen University) | Weikai Chen (Tencent America) | Yizhou Yu (The University Of Hong Kong),,,,,,,
Unlocking Pretrained Image Backbones for Semantic Image Synthesis,"Semantic image synthesis, i.e., generating images from user-provided semantic label maps, is an important conditional image generation task as it allows to control both the content as well as the spatial layout of generated images. Although diffusion models have pushed the state of the art in generative image modeling, the iterative nature of their inference process makes them computationally demanding. Other approaches such as GANs are more efficient as they only need a single feed-forward pass for generation, but the image quality tends to suffer on large and diverse datasets. In this work, we propose a new class of GAN discriminators for semantic image synthesis that generates highly realistic images by exploiting feature backbone networks pre-trained for tasks such as image classification. We also introduce a new generator architecture with better context modeling and using cross-attention to inject noise into latent variables, leading to more diverse generated images. Our model, which we dub DP-SIMS, achieves state-of-the-art results in terms of image quality and consistency with the input label maps on ADE-20K, COCO-Stuff, and Cityscapes, surpassing recent diffusion models while requiring two orders of magnitude less compute for inference.",http://arxiv.org/abs/2312.13314v2,,Tariq Berrada (Meta) | Jakob Verbeek (Meta AI) | Camille Couprie (Facebook) | Karteek Alahari (Inria),2023-12-20 09:39:19+00:00,,,,,,
Infer from What You Have Seen Before: Temporally-dependent Classifier for Semi-supervised Video Semantic Segmentation,,,,Jiafan Zhuang (Shantou University) | Zilei Wang (University Of Science And Technology Of China) | Yixin Zhang (University Of Science And Technology Of China) | Zhun Fan (Shantou University),,,,,,,
Unlocking the Potential of Pre-trained Vision Transformers for Few-Shot Semantic Segmentation through Relationship Descriptors,,,,Ziqin Zhou (None) | Hai-Ming Xu (The University Of Adelaide) | Yangyang Shu (None) | Lingqiao Liu (None),,,,,,,
Relational Matching for Weakly Semi-Supervised Oriented Object Detection,,,,Wenhao Wu (City University Of Hong Kong) | Hau San Wong (City University Of Hong Kong) | Si Wu (South China University Of Technology) | Tianyou Zhang (South China University Of Technology),,,,,,,
3D LiDAR Mapping in Dynamic Environments using a 4D Implicit Neural Representation,,,,Xingguang Zhong (Rheinische Friedrich-Wilhelms Universit??t Bonn) | Yue Pan (University Of Bonn) | Cyrill Stachniss (University Of Bonn) | Jens Behley (University Of Bonn),,,,,,,
ArGue: Attribute-Guided Prompt Tuning for Vision-Language Models,,,,Xinyu Tian (Australian National University) | Shu Zou (Australian National University) | Zhaoyuan Yang (General Electric) | Jing Zhang (Australian National University),,,,,,,
Coherence As Texture -- Passive Textureless 3D Reconstruction by Self-interference,,,,Wei-Yu Chen (Carnegie Mellon University) | Aswin C. Sankaranarayanan (Carnegie Mellon University) | Anat Levin (Weizmann Institute Of Science) | Matthew O?€?Toole (Carnegie Mellon University),,,,,,,
A Backpack Full of Skills: Egocentric Video Understanding with Diverse Task Perspectives,"Human comprehension of a video stream is naturally broad: in a few instants, we are able to understand what is happening, the relevance and relationship of objects, and forecast what will follow in the near future, everything all at once. We believe that - to effectively transfer such an holistic perception to intelligent machines - an important role is played by learning to correlate concepts and to abstract knowledge coming from different tasks, to synergistically exploit them when learning novel skills. To accomplish this, we seek for a unified approach to video understanding which combines shared temporal modelling of human actions with minimal overhead, to support multiple downstream tasks and enable cooperation when learning novel skills. We then propose EgoPack, a solution that creates a collection of task perspectives that can be carried across downstream tasks and used as a potential source of additional insights, as a backpack of skills that a robot can carry around and use when needed. We demonstrate the effectiveness and efficiency of our approach on four Ego4D benchmarks, outperforming current state-of-the-art methods.",http://arxiv.org/abs/2403.03037v1,,Simone Peirone (Polytechnic Institute Of Turin) | Francesca Pistilli (Polytechnic Institute Of Turin) | Antonio Alliegro (Politecnico Di Torino) | Giuseppe Averta (Polytechnic Of Turin),2024-03-05 15:18:02+00:00,,,,,,
Not All Classes Stand on Same Embeddings: Calibrating a Semantic Distance with Metric Tensor,,,,Jae Park Park (None) | Gyoomin Lee (Dongguk University) | Seunggi Park (Dongguk University) | Sung In Cho (Dongguk University),,,,,,,
Pose Adapted Shape Learning for Large-Pose Face Reenactment,,,,Gee-Sern Hsu (None) | Jie-Ying Zhang (National Taiwan University Of Science And Technology) | Yu-Hsiang Huang (National Taiwan University Of Science And Technology) | Wei-Jie Hong (National Taiwan University Of Science And Technology),,,,,,,
Improving Out-of-Distribution Generalization in Graphs via Hierarchical Semantic Environments,"Out-of-distribution (OOD) generalization in the graph domain is challenging due to complex distribution shifts and a lack of environmental contexts. Recent methods attempt to enhance graph OOD generalization by generating flat environments. However, such flat environments come with inherent limitations to capture more complex data distributions. Considering the DrugOOD dataset, which contains diverse training environments (e.g., scaffold, size, etc.), flat contexts cannot sufficiently address its high heterogeneity. Thus, a new challenge is posed to generate more semantically enriched environments to enhance graph invariant learning for handling distribution shifts. In this paper, we propose a novel approach to generate hierarchical semantic environments for each graph. Firstly, given an input graph, we explicitly extract variant subgraphs from the input graph to generate proxy predictions on local environments. Then, stochastic attention mechanisms are employed to re-extract the subgraphs for regenerating global environments in a hierarchical manner. In addition, we introduce a new learning objective that guides our model to learn the diversity of environments within the same hierarchy while maintaining consistency across different hierarchies. This approach enables our model to consider the relationships between environments and facilitates robust graph invariant learning. Extensive experiments on real-world graph data have demonstrated the effectiveness of our framework. Particularly, in the challenging dataset DrugOOD, our method achieves up to 1.29\% and 2.83\% improvement over the best baselines on IC50 and EC50 prediction tasks, respectively.",http://arxiv.org/abs/2403.01773v1,,Yinhua Piao (Seoul National University) | Sangseon Lee (Seoul National University) | Yijingxiu Lu (Seoul National University) | Sun Kim (Seoul National University),2024-03-04 07:03:10+00:00,,,,,,
Retrieval-Augmented Embodied Agents,,,,"Yichen Zhu (Midea Group) | Zhicai Ou (AI Innovation Center, Midea Group) | Xiaofeng Mou (Midea Group) | Jian Tang (Midea Group)",,,,,,,
